keywords,language,meta-description,name,companyhomepageurl,location,street,city,region,postalCode,country,size,revenue,industries,similarTo,score,summary,ceo,phoneNumbers,linkedInUri,facebookUri,crunchbaseUri,twitterUri,wikipediaUri,angellistUri,githubUri,sicClassificationCode,sicClassificationName,naicsClassificationCode,naicsClassificationName,foundingDate,totalInvestment,investmentsSeries,investmentsAmount,investmentsDate,investors,isPublic,ipoDate,stockExchange,stockSymbol,isNonProfit,numVisits,lastActivityDate
"Contact, Demo",en,HacWare is an 100% automated security awareness training API that helps Software Developers and MSPs combat phishing attacks and BEC scams.,HacWare,hacware.com,"Dover, Delaware",8 The Green suite # 13452,Dover,Delaware,19904,United States of America,5,85000 USD,"Software Companies,Enterprise Software Companies,Security Software Companies",,,Organization founded in 2019,Tiffany Ricks,,linkedin.com/company/hacware,facebook.com/hacware,crunchbase.com/organization/hacware-inc,twitter.com/hacware1,,angel.co/hacware,,"7371,7370,7300,7372,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software,Prepackaged Software","541511,541510,541500,541000,540000,511210,511200,511000,510000,511210","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information;Software Publishers",2019-02-07,2420000 USD,"Pre Seed,Seed","120000 USD,2300000 USD","2019-07-15,2022-04-12","Techstars New York City Accelerator,Techstars,2.0 Ventures,Aura Innovation Fund,Elevate Capital,Chai Angels",FALSE,,,,FALSE,0,
Contact,en,Searching for natural looking  luxury wigs? Parfait has state-of-the-art custom wigs to redefine the way you do beauty. Discover your style today at Parfait.,Hairtelligence,hairtelligence.com,"Philadelphia, Pennsylvania",,Philadelphia,Pennsylvania,19132,United States of America,5,89000 USD,"Software Companies,Artificial Intelligence Companies,Computer Vision Companies",,,Organization founded in 2020,,,linkedin.com/company/hairtelligence,,crunchbase.com/organization/hairtelligence,twitter.com/hairtelligence,,,,"7371,7371,7370,7300,7372","Computer Programming Services,Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software","541511,541511,541510,541500,541000,540000,511210,511200,511000,510000","Custom Computer Programming Services;Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2020-07-09,,"Pre Seed,Seed",,"2020-01-01,2022-01-28","Unshackled Ventures,Ulu Ventures",FALSE,,,,FALSE,0,
Contact,en,A new tool for family management and productivity  made to lighten the load of organization for busy families,Hearth Display,hearthdisplay.com,"New York City, New York",,New York City,New York,11217,United States of America,5,93000 USD,"Software Companies,Computer Hardware Companies,Internet Of Things Companies",,,Organization founded in 2020,,3035489619,linkedin.com/company/hearth-display,facebook.com/hearthdisplay,crunchbase.com/organization/hearth-display,twitter.com/HearthDisplay,,,,"7371,7370,7300,5734,5730,5700,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Computer And Computer Software Stores,Radio, Television, Consumer Electronics, And Music Stores,Home Furniture, Furnishings, And Equipment Stores,Prepackaged Software","541511,541510,541500,541000,540000,334000,330000,511210,511200,511000,510000","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Computer and Electronic Product Manufacturing;Manufacturing;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2020-10-01,2700000 USD,Seed,2700000 USD,2022-02-03,,FALSE,,,,FALSE,0,
Contact,en-US,,Hellcat Technologies Inc,hellcattechnologies.com,"Tabor, Iowa",607 East St.,Tabor,Iowa,51653,United States of America,5,51000 USD,"Software Companies,Enterprise Software Companies,CRM Software Companies",,,Organization founded in 2019,Jason Blackburn,,,,crunchbase.com/organization/hellcat-technologies,,,,,"7371,7370,7300,7372,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software,Prepackaged Software","541511,541510,541500,541000,540000,511210,511200,511000,510000,511210","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information;Software Publishers",2019-01-01,200000 USD,Seed,200000 USD,2022-01-12,,FALSE,,,,FALSE,0,
,,,Dayslice,hello.dayslice.com,"San Francisco, California",,San Francisco,California,94115,United States of America,5,72000 USD,"Professional Service Companies,Business Incubators,Software Companies,Artificial Intelligence Companies,Virtual Reality Companies",,,Organization founded in 2020,Ishita Arora,,linkedin.com/company/dayslice,facebook.com/dayslicehq,crunchbase.com/organization/dayslice,twitter.com/DaysliceHQ,,,,"7371,7370,7300,7371,7300,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Computer Programming Services,Business Services,Prepackaged Software","541511,541510,541500,541000,540000,541511,523999,523990,523900,523000,520000,511210,511200,511000,510000","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Custom Computer Programming Services;Miscellaneous Financial Investment Activities;All Other Financial Investment Activities;Other Financial Investment Activities;Securities, Commodity Contracts, and Other Financial Investments and Related Activities;Finance and Insurance, Financial Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2020-01-01,6000000 USD,Seed,6000000 USD,2022-04-04,"The House Fund,Claire Hughes Johnson,Founder Collective,Upfront Ventures,Ground Up Ventures",FALSE,,,,FALSE,0,
Contact,,Indykite’s cloud native  open source technology provides the authorization layer for the decentralized web  offering a secure  private and more valuable means of enabling friction-free identity controls for large enterprises.,IndyKite,indykite.com,"San Francisco, California",,San Francisco,California,94115,United States of America,5,93000 USD,"Software Companies,Enterprise Software Companies,Security Software Companies",,,Organization founded in 2021,,,linkedin.com/company/indykite,,crunchbase.com/organization/indykite,twitter.com/indykiteone,,,,"7371,7370,7300,7372,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software,Prepackaged Software","541511,541510,541500,541000,540000,511210,511200,511000,510000,511210","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information;Software Publishers",2021-01-01,10500000.0 USD,"Pre Seed,Seed","2500000 USD,8000000 USD","2021-10-21,2022-02-07","Alliance Venture,Speedinvest,Alliance Venture,Speedinvest,Molten Ventures",FALSE,,,,FALSE,0,
"Contact, Demo",en,,Ingest.ai,ingest.ai,"New York City, New York",49 Essex St,New York City,New York,10002,United States of America,5,65000 USD,"Software Companies,Artificial Intelligence Companies,Computer Vision Companies,Natural Language Processing Companies",,,Organization founded in 2017,Bill Tyndall,,linkedin.com/company/ingestai,facebook.com/Ingestai-589284408096743,crunchbase.com/organization/ingest-ai,twitter.com/IngestAI,,angel.co/ingestai,,"7371,7371,7370,7300,7371,7372","Computer Programming Services,Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Computer Programming Services,Prepackaged Software","541511,541511,541510,541500,541000,540000,541511,511210,511200,511000,510000","Custom Computer Programming Services;Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Custom Computer Programming Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2017-03-16,200000 USD,"Pre Seed,Convertible Note,Convertible Note,Seed","100000 USD,100000 USD","2018-03-16,2020-03-23,2021-04-02,2022-03-01","FOOD-X,SOSV,FOOD-X,SOSV,SOSV,Branded Strategic Hospitality",FALSE,,,,FALSE,0,
"Contact, Demo",en-US,Discover Renaissant's yard control tower solution and supply chain execution technologies: the solution for faster shipping & receiving.,Renaissant Inc,intelaegis.com,"Milwaukee, Wisconsin",840 N Old World Third St suite 500,Milwaukee,Wisconsin,53203-1701,United States of America,3,36000 USD,"Software Companies,Enterprise Software Companies,CRM Software Companies",,,Organization founded in 2018,,414-477-3700,linkedin.com/company/intelaegis,,crunchbase.com/organization/intelaegis,,,,,"7371,7370,7300,7372,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software,Prepackaged Software","541511,541510,541500,541000,540000,511210,511200,511000,510000,511210","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information;Software Publishers",2018-01-01,1834920 USD,"Seed,Seed","1064920 USD,770000 USD","2019-12-05,2022-03-11",,FALSE,,,,FALSE,0,
"Contact, Demo",en,IQ Motion Control's advanced calibration and control techniques are the key to optimizing motor performance.,IQ Motion Control,iq-control.com,"Philadelphia, Pennsylvania",3401 Grays Ferry Ave,Philadelphia,Pennsylvania,19146,United States of America,7,160000 USD,"Software Companies,Artificial Intelligence Companies,Robotics Companies",,,Organization founded in 2017,Jon Broome,,linkedin.com/company/iqinetics,facebook.com/iqmotioncontrol,crunchbase.com/organization/iqinetics,twitter.com/iqmotioncontrol,,,github.com/iq-motion-control,"7371,7371,7370,7300,7372","Computer Programming Services,Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software","541511,541511,541510,541500,541000,540000,511210,511200,511000,510000","Custom Computer Programming Services;Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2017-01-01,255238 USD,"Pre Seed,Seed,Seed,Grant,Seed",255238 USD,"2017-10-02,2019-11-27,2019-12-15,2021-02-17,2022-05-06","HAX,SOSV,HAX,SOSV,Gabriel Investments,National Science Foundation (NSF),Monozukuri Ventures",FALSE,,,,FALSE,0,
Contact,en,J2 Health Inc.  whose name was inspired by the Portuguese word “Jeito” or “way”  provides a systematic way of evaluating healthcare network quality and prioritizing the highest value improvements. ,J2 Health,j2health.com,"New York City, New York",,New York City,New York,11217,United States of America,5,380000 USD,"Financial Services Companies,Insurance Companies,Health Insurance Companies,Medical Organizations,Health Care Companies,Software Companies,Computer Hardware Companies",,,Financial services company based in United States,Josh Poretz,,linkedin.com/company/j2-health-inc,,crunchbase.com/organization/j2-health,twitter.com/j2_health,,,,"6321,6320,6300,5734,5730,5700,8049,8049,8040,8000,6000,7372,7370,7300","Accident And Health Insurance,Accident And Health Insurance And Medical Service Plans,Insurance Carriers,Computer And Computer Software Stores,Radio, Television, Consumer Electronics, And Music Stores,Home Furniture, Furnishings, And Equipment Stores,Offices And Clinics Of Health Practitioners, Not Elsewhere Classified,Offices And Clinics Of Health Practitioners, Not Elsewhere Classified,Offices And Clinics Of Other Health Practitioners,Health Services,Depository Institutions,Prepackaged Software,Computer Programming, Data Processing, And Other Computer Related,Business Services","524114,524110,524100,524000,520000,334000,330000,620000,623000,511210,511200,511000,510000","Direct Health and Medical Insurance Carriers;Direct Life, Health, and Medical Insurance Carriers;Insurance Carriers;Insurance Carriers and Related Activities;Finance and Insurance, Financial Services;Computer and Electronic Product Manufacturing;Manufacturing;Health Care and Social Assistance, Health;Nursing and Residential Care Facilities;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",,4500000 USD,Seed,4500000 USD,2022-03-14,"Primary Ventures,BoxGroup,Tiger Global Management,Mario Schlosser",FALSE,,,,FALSE,0,
